value,user_attrs_actual_reward,user_attrs_q_error,user_attrs_r_hat,user_attrs_ess
0.07803728008885219,0.08040541524814245,0.0012454338414108726,0.08052814777167394,169.36595963568928
0.08066664762992425,0.08902281631212455,0.002319494804519187,0.08530563723896262,239.26143108698525
0.07791220638708386,0.0862006412793128,0.0005727081400669475,0.07905762266721776,8787.756842172668
0.07761108584308103,0.08709747003102972,0.0009100878501086722,0.07943126154329838,727.6549417484932
0.07787560744266452,0.08614103470322863,0.0005897185477613129,0.07905504453818714,9837.169209205542
0.08403551273165967,0.08913183407554492,0.0023860691158649034,0.08880765096338948,101.70694866075702
0.07951452740517062,0.08894203354848806,0.00241044308656965,0.08433541357830993,268.85058258209176
0.07782441665115676,0.08619574375830856,0.0005971455593072147,0.07901870776977118,9011.970425499023
0.07780084062729371,0.08639301654738067,0.0009209988818190633,0.07964283839093184,3050.501195561837
0.07744050290566196,0.08632404758456931,0.0007690200441484683,0.0789785429939589,2274.021073769831
0.07705075095025869,0.08653002263042435,0.0007118217373345251,0.07847439442492775,1677.8886518739237
0.07785279049997906,0.08626191917235397,0.0006308941927334603,0.07911457888544599,8433.858715560993
0.07582227753543981,0.08585227318017732,0.0008403758914469648,0.07750302931833374,467.85945496583406
0.07713596561060304,0.08904129116734648,0.0006611664178454141,0.07845829844629387,671.6318967579273
0.07437731039144876,0.07763804963497337,0.0034768245284117535,0.08133095944827227,138.35293243767055
0.07663007700515613,0.08526454305292111,0.00047296748582923207,0.07757601197681459,8430.672200084939
0.07662911228504493,0.08528133481920526,0.0005207511731149079,0.07767061463127475,8602.35091621376
0.07668750446505035,0.08140213297860009,0.000929370634622623,0.0785462457342956,936.6623580838401
0.07685906311497344,0.08445107510753189,0.0016684571852778915,0.08019597748552922,972.1127795353808
0.07673360743449481,0.08218109994585428,0.0011517891296117949,0.0790371856937184,988.9830736336545
0.07670879077126475,0.08147780540116206,0.0007783074968296061,0.07826540576492395,1061.823457535196
0.07645480883626576,0.0848962587529809,0.0003903352709768278,0.07723547937821942,6127.604291972886
0.07678545148198766,0.08701748402065106,0.002983234210996488,0.08275191990398063,448.8760524856492
0.07554812563921111,0.08414607362797108,0.0005304738240075298,0.07660907328722617,3435.817075198374
0.07663324019251451,0.08662229660716175,0.0026586199481573587,0.08195048008882923,567.7725830870341
0.07616049153552404,0.08424818800067503,0.0005090276859675235,0.07717854690745908,3706.153301814579
0.07603849162745661,0.08757246090395779,0.004883026628008396,0.0858045448834734,162.83244871250608
0.07864590289269617,0.0904138476600653,0.0012615509502551692,0.0811690047932065,172.34695507185594
0.07924263656905002,0.08654083615711079,0.0005353635993317256,0.08031336376771347,9973.275442158356
0.07933898993161427,0.08649345357591395,0.00047512105933194556,0.08028923205027816,9998.15186808763
0.07927541115254742,0.08652758898065371,0.0005137896952246754,0.08030299054299678,9983.024427606053
0.07965740189733514,0.08690544262754687,0.0005124663075351084,0.08068233451240536,8961.144507424719
0.07922790605882714,0.0866034925894462,0.0005641434788879436,0.08035619301660303,9905.106282533035
0.08162217514741531,0.08819277681576783,0.0006348514506770203,0.08289187804876935,2366.744851991388
0.0817160559708396,0.08816304958823082,0.0005603120653653001,0.08283668010157019,2515.8839845072343
0.08167752434669924,0.08842800571342525,0.0007565157503446092,0.08319055584738846,1667.4101775387967
