value,user_attrs_actual_reward,user_attrs_q_error,user_attrs_r_hat,user_attrs_ess
0.08690343393681256,0.08163094977209664,-0.004005956152574153,0.07889152163166425,141.20927670145673
0.09263928546677505,0.08892926510625779,-0.008459486685927612,0.07572031209491983,632.716529115543
0.09038135721162145,0.08893378485951413,-0.004478836101989584,0.08142368500764229,693.2793332336015
0.07882198594785886,0.08619931280728871,0.00017470753783554535,0.07917140102352994,9338.549293544023
0.07765185334989216,0.0861288562441346,0.0010292076701379908,0.07971026869016815,9927.13662250396
0.08519971634224605,0.08686429153153545,-0.0038692538987310223,0.077461208544784,1760.7319943346597
0.0828675847542134,0.08653574483660804,-0.0025065146899390677,0.07785455537433526,4521.68203576877
0.08153604420525594,0.086223538700371,-0.0012622272725108694,0.0790115896602342,9002.609860861689
0.07648928265364022,0.08614890357460603,0.0015099591446260255,0.07950920094289227,9780.319496964206
0.08350649944119333,0.08658393737275094,-0.002863179412490906,0.07778014061621152,3834.549414412019
0.07851609839291931,0.08446714984294708,0.002465836661916407,0.08344777171675213,4515.270004896645
0.08070749782719289,0.0820984595941041,0.004265886585250144,0.08923927099769317,1128.3144391865997
0.07694587914908525,0.08709432534503299,0.00485499007891615,0.08665585930691755,369.39659161282776
0.07785471711226453,0.08494290515486964,0.002105964637819806,0.08206664638790415,6425.391022505888
0.07743785684373353,0.08514187205649301,0.0018975064793117188,0.08123286980235696,7774.6517761948335
0.07866942365447654,0.08419038437812724,0.002749409754662072,0.08416824316380069,3664.106419409142
0.0787578764009415,0.08702655338205455,0.004336816772921137,0.08743150994678378,908.2989930192263
0.07850702506503293,0.08788333738078113,0.003882559629921142,0.08627214432487522,516.5561912519897
0.07521364212882761,0.08186355966752533,0.00731522012871898,0.08984408238626557,330.82887800429984
0.0763860658377742,0.08552880527784934,0.0018101490555582638,0.08000636394889073,9949.42283087536
0.07789774092754068,0.08813318841476,0.001375015100591206,0.0806477711287231,1997.0971829534585
0.07761023793151417,0.08659269013351654,0.0018385627116586376,0.08128736335483144,9921.784542154173
0.07734566750037944,0.08693206857100862,0.0018442249444464162,0.08103411738927227,8895.864353547704
0.07689178354576869,0.08730184274425111,0.0019286527517998842,0.08074908904936845,6882.722763625329
0.0770751370902207,0.0870286683260331,0.001879916981033527,0.08083497105228775,8365.274177994328
0.07747992197002747,0.08675394748724058,0.0018329980949074655,0.0811459181598424,9584.078235890038
0.07535292924875543,0.088909202254558,0.003133203976515301,0.08161933720178603,599.4636631007793
0.08865205535176356,0.08976001909522403,-0.003292078785492738,0.08206789778077808,543.3018068415964
0.07855232238248534,0.08655694496780385,0.0013947771246108386,0.08134187663170701,9962.106053510995
0.07801378363419685,0.0865481079280094,0.001659404848500639,0.08133259333119813,9972.710384241956
0.06610412130863799,0.09107547341880362,0.008219635381029298,0.08254339207069658,121.31297770898941
0.07731916155942364,0.08697105748614936,0.001827161291125371,0.08097348414167438,8695.915733686794
0.0839593598022104,0.09089974185593583,-0.0049835691294445915,0.07399222154332122,440.196430805312
0.07240491092171453,0.08918087879864545,0.002446039144831607,0.07729698921137775,1290.1010144645306
